Episode: 1/10000, Total Frames: 357, Tiles Visited: 12, Total Rewards: -142.0000000000009, Epsilon: 0.99, Policy: SAFE
Episode: 7381/10000, Total Frames: 33, Tiles Visited: 4, Total Rewards: -12.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7382/10000, Total Frames: 181, Tiles Visited: 4, Total Rewards: -71.09999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7383/10000, Total Frames: 64, Tiles Visited: 4, Total Rewards: -24.799999999999976, Epsilon: 0.3, Policy: AGENT
Episode: 7384/10000, Total Frames: 60, Tiles Visited: 4, Total Rewards: -23.299999999999983, Epsilon: 0.3, Policy: AGENT
Episode: 7385/10000, Total Frames: 52, Tiles Visited: 7, Total Rewards: -20.099999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7386/10000, Total Frames: 272, Tiles Visited: 3, Total Rewards: -107.60000000000045, Epsilon: 0.3, Policy: RISK
Episode: 7387/10000, Total Frames: 49, Tiles Visited: 4, Total Rewards: -18.799999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 7388/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -15.100000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 7389/10000, Total Frames: 99, Tiles Visited: 4, Total Rewards: -38.899999999999935, Epsilon: 0.3, Policy: AGENT
Episode: 7390/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7391/10000, Total Frames: 286, Tiles Visited: 3, Total Rewards: -113.20000000000051, Epsilon: 0.3, Policy: AGENT
Episode: 7392/10000, Total Frames: 189, Tiles Visited: 3, Total Rewards: -74.49999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7393/10000, Total Frames: 77, Tiles Visited: 3, Total Rewards: -29.999999999999957, Epsilon: 0.3, Policy: AGENT
Episode: 7394/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.500000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7395/10000, Total Frames: 82, Tiles Visited: 4, Total Rewards: -32.19999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7396/10000, Total Frames: 116, Tiles Visited: 3, Total Rewards: -45.49999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 7397/10000, Total Frames: 177, Tiles Visited: 4, Total Rewards: -69.89999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 7398/10000, Total Frames: 51, Tiles Visited: 4, Total Rewards: -19.899999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7399/10000, Total Frames: 78, Tiles Visited: 3, Total Rewards: -30.09999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 7400/10000, Total Frames: 321, Tiles Visited: 3, Total Rewards: -126.40000000000073, Epsilon: 0.3, Policy: RISK
Episode: 7401/10000, Total Frames: 138, Tiles Visited: 3, Total Rewards: -53.89999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 7402/10000, Total Frames: 62, Tiles Visited: 8, Total Rewards: -24.29999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 7403/10000, Total Frames: 99, Tiles Visited: 3, Total Rewards: -38.79999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 7404/10000, Total Frames: 176, Tiles Visited: 3, Total Rewards: -69.49999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 7405/10000, Total Frames: 136, Tiles Visited: 9, Total Rewards: -53.49999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 7406/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7407/10000, Total Frames: 91, Tiles Visited: 3, Total Rewards: -35.599999999999945, Epsilon: 0.3, Policy: AGENT
Episode: 7408/10000, Total Frames: 128, Tiles Visited: 4, Total Rewards: -50.09999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 7409/10000, Total Frames: 77, Tiles Visited: 3, Total Rewards: -29.79999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 7410/10000, Total Frames: 37, Tiles Visited: 4, Total Rewards: -14.300000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 7411/10000, Total Frames: 81, Tiles Visited: 3, Total Rewards: -31.399999999999952, Epsilon: 0.3, Policy: AGENT
Episode: 7412/10000, Total Frames: 202, Tiles Visited: 3, Total Rewards: -79.80000000000007, Epsilon: 0.3, Policy: RISK
Episode: 7413/10000, Total Frames: 79, Tiles Visited: 4, Total Rewards: -30.799999999999958, Epsilon: 0.3, Policy: AGENT
Episode: 7414/10000, Total Frames: 40, Tiles Visited: 3, Total Rewards: -15.300000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 7415/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -15.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7416/10000, Total Frames: 233, Tiles Visited: 3, Total Rewards: -92.00000000000024, Epsilon: 0.3, Policy: RISK
Episode: 7417/10000, Total Frames: 39, Tiles Visited: 4, Total Rewards: -15.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7418/10000, Total Frames: 93, Tiles Visited: 4, Total Rewards: -36.29999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7419/10000, Total Frames: 54, Tiles Visited: 4, Total Rewards: -21.09999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7420/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.399999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7421/10000, Total Frames: 72, Tiles Visited: 4, Total Rewards: -28.099999999999966, Epsilon: 0.3, Policy: AGENT
Episode: 7422/10000, Total Frames: 49, Tiles Visited: 4, Total Rewards: -18.799999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 7423/10000, Total Frames: 144, Tiles Visited: 10, Total Rewards: -57.09999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 7424/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -15.100000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 7425/10000, Total Frames: 31, Tiles Visited: 3, Total Rewards: -11.700000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7426/10000, Total Frames: 77, Tiles Visited: 3, Total Rewards: -30.299999999999958, Epsilon: 0.3, Policy: AGENT
Episode: 7427/10000, Total Frames: 51, Tiles Visited: 4, Total Rewards: -19.899999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7428/10000, Total Frames: 127, Tiles Visited: 4, Total Rewards: -49.99999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 7429/10000, Total Frames: 98, Tiles Visited: 4, Total Rewards: -38.49999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 7430/10000, Total Frames: 214, Tiles Visited: 3, Total Rewards: -84.30000000000011, Epsilon: 0.3, Policy: AGENT
Episode: 7431/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7432/10000, Total Frames: 92, Tiles Visited: 3, Total Rewards: -36.19999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7433/10000, Total Frames: 153, Tiles Visited: 4, Total Rewards: -60.49999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 7434/10000, Total Frames: 115, Tiles Visited: 3, Total Rewards: -44.99999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 7435/10000, Total Frames: 81, Tiles Visited: 4, Total Rewards: -31.59999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7436/10000, Total Frames: 135, Tiles Visited: 3, Total Rewards: -53.29999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 7437/10000, Total Frames: 72, Tiles Visited: 3, Total Rewards: -28.299999999999965, Epsilon: 0.3, Policy: AGENT
Episode: 7438/10000, Total Frames: 189, Tiles Visited: 4, Total Rewards: -74.59999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 7439/10000, Total Frames: 101, Tiles Visited: 3, Total Rewards: -39.69999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 7440/10000, Total Frames: 196, Tiles Visited: 4, Total Rewards: -77.30000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 7441/10000, Total Frames: 135, Tiles Visited: 8, Total Rewards: -53.299999999999876, Epsilon: 0.3, Policy: AGENT
Episode: 7442/10000, Total Frames: 37, Tiles Visited: 4, Total Rewards: -14.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7443/10000, Total Frames: 264, Tiles Visited: 12, Total Rewards: -104.40000000000042, Epsilon: 0.3, Policy: SAFE
Episode: 7444/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7445/10000, Total Frames: 122, Tiles Visited: 3, Total Rewards: -47.7999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7446/10000, Total Frames: 75, Tiles Visited: 4, Total Rewards: -29.49999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 7447/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.900000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 7448/10000, Total Frames: 45, Tiles Visited: 4, Total Rewards: -17.200000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 7449/10000, Total Frames: 126, Tiles Visited: 4, Total Rewards: -49.699999999999896, Epsilon: 0.3, Policy: AGENT
Episode: 7450/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7451/10000, Total Frames: 52, Tiles Visited: 4, Total Rewards: -20.099999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7452/10000, Total Frames: 77, Tiles Visited: 4, Total Rewards: -29.999999999999957, Epsilon: 0.3, Policy: AGENT
Episode: 7453/10000, Total Frames: 37, Tiles Visited: 4, Total Rewards: -14.100000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7454/10000, Total Frames: 122, Tiles Visited: 5, Total Rewards: -47.9999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7455/10000, Total Frames: 268, Tiles Visited: 3, Total Rewards: -106.10000000000043, Epsilon: 0.3, Policy: AGENT
Episode: 7456/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.399999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7457/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7458/10000, Total Frames: 45, Tiles Visited: 3, Total Rewards: -17.500000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 7459/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7460/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.700000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 7461/10000, Total Frames: 48, Tiles Visited: 5, Total Rewards: -18.599999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 7462/10000, Total Frames: 44, Tiles Visited: 4, Total Rewards: -17.100000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7463/10000, Total Frames: 96, Tiles Visited: 4, Total Rewards: -37.59999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 7464/10000, Total Frames: 88, Tiles Visited: 5, Total Rewards: -34.29999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7465/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7466/10000, Total Frames: 51, Tiles Visited: 3, Total Rewards: -19.699999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 7467/10000, Total Frames: 89, Tiles Visited: 3, Total Rewards: -35.09999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7468/10000, Total Frames: 99, Tiles Visited: 9, Total Rewards: -39.09999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 7469/10000, Total Frames: 67, Tiles Visited: 4, Total Rewards: -26.299999999999972, Epsilon: 0.3, Policy: AGENT
Episode: 7470/10000, Total Frames: 186, Tiles Visited: 3, Total Rewards: -73.29999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 7471/10000, Total Frames: 79, Tiles Visited: 3, Total Rewards: -30.999999999999954, Epsilon: 0.3, Policy: AGENT
Episode: 7472/10000, Total Frames: 166, Tiles Visited: 4, Total Rewards: -65.79999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 7473/10000, Total Frames: 52, Tiles Visited: 3, Total Rewards: -20.199999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 7474/10000, Total Frames: 172, Tiles Visited: 4, Total Rewards: -67.69999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 7475/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7476/10000, Total Frames: 56, Tiles Visited: 4, Total Rewards: -21.799999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 7477/10000, Total Frames: 160, Tiles Visited: 4, Total Rewards: -62.999999999999844, Epsilon: 0.3, Policy: AGENT
Episode: 7478/10000, Total Frames: 135, Tiles Visited: 5, Total Rewards: -52.799999999999876, Epsilon: 0.3, Policy: AGENT
Episode: 7479/10000, Total Frames: 191, Tiles Visited: 4, Total Rewards: -75.5, Epsilon: 0.3, Policy: AGENT
Episode: 7480/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7481/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.700000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 7482/10000, Total Frames: 48, Tiles Visited: 3, Total Rewards: -18.4, Epsilon: 0.3, Policy: AGENT
Episode: 7483/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.199999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 7484/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7485/10000, Total Frames: 155, Tiles Visited: 4, Total Rewards: -61.499999999999844, Epsilon: 0.3, Policy: AGENT
Episode: 7486/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7487/10000, Total Frames: 76, Tiles Visited: 3, Total Rewards: -29.59999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 7488/10000, Total Frames: 356, Tiles Visited: 3, Total Rewards: -140.4000000000009, Epsilon: 0.3, Policy: RISK
Episode: 7489/10000, Total Frames: 54, Tiles Visited: 4, Total Rewards: -21.09999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7490/10000, Total Frames: 107, Tiles Visited: 3, Total Rewards: -42.09999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 7491/10000, Total Frames: 82, Tiles Visited: 3, Total Rewards: -31.899999999999952, Epsilon: 0.3, Policy: AGENT
Episode: 7492/10000, Total Frames: 85, Tiles Visited: 4, Total Rewards: -33.39999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7493/10000, Total Frames: 45, Tiles Visited: 3, Total Rewards: -17.200000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 7494/10000, Total Frames: 40, Tiles Visited: 4, Total Rewards: -15.300000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 7495/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7496/10000, Total Frames: 81, Tiles Visited: 3, Total Rewards: -31.799999999999955, Epsilon: 0.3, Policy: AGENT
Episode: 7497/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.600000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7498/10000, Total Frames: 68, Tiles Visited: 3, Total Rewards: -26.199999999999974, Epsilon: 0.3, Policy: AGENT
Episode: 7499/10000, Total Frames: 238, Tiles Visited: 12, Total Rewards: -93.90000000000028, Epsilon: 0.3, Policy: SAFE
Episode: 7500/10000, Total Frames: 276, Tiles Visited: 3, Total Rewards: -109.30000000000047, Epsilon: 0.3, Policy: RISK
Episode: 7501/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -15.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7502/10000, Total Frames: 233, Tiles Visited: 4, Total Rewards: -92.00000000000023, Epsilon: 0.3, Policy: AGENT
Episode: 7503/10000, Total Frames: 88, Tiles Visited: 3, Total Rewards: -34.39999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7504/10000, Total Frames: 273, Tiles Visited: 3, Total Rewards: -107.50000000000043, Epsilon: 0.3, Policy: RISK
Episode: 7505/10000, Total Frames: 262, Tiles Visited: 12, Total Rewards: -103.6000000000004, Epsilon: 0.3, Policy: SAFE
Episode: 7506/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.100000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7507/10000, Total Frames: 37, Tiles Visited: 4, Total Rewards: -14.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7508/10000, Total Frames: 92, Tiles Visited: 4, Total Rewards: -35.79999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7509/10000, Total Frames: 38, Tiles Visited: 4, Total Rewards: -14.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7510/10000, Total Frames: 52, Tiles Visited: 4, Total Rewards: -20.099999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7511/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -13.100000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7512/10000, Total Frames: 102, Tiles Visited: 4, Total Rewards: -39.99999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 7513/10000, Total Frames: 86, Tiles Visited: 3, Total Rewards: -33.49999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7514/10000, Total Frames: 241, Tiles Visited: 3, Total Rewards: -94.90000000000029, Epsilon: 0.3, Policy: RISK
Episode: 7515/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7516/10000, Total Frames: 131, Tiles Visited: 3, Total Rewards: -51.39999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 7517/10000, Total Frames: 184, Tiles Visited: 4, Total Rewards: -72.39999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7518/10000, Total Frames: 188, Tiles Visited: 4, Total Rewards: -74.19999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7519/10000, Total Frames: 36, Tiles Visited: 4, Total Rewards: -13.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7520/10000, Total Frames: 366, Tiles Visited: 3, Total Rewards: -144.10000000000093, Epsilon: 0.3, Policy: RISK
Episode: 7521/10000, Total Frames: 78, Tiles Visited: 5, Total Rewards: -30.199999999999957, Epsilon: 0.3, Policy: AGENT
Episode: 7522/10000, Total Frames: 135, Tiles Visited: 5, Total Rewards: -52.99999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 7523/10000, Total Frames: 46, Tiles Visited: 3, Total Rewards: -17.700000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 7524/10000, Total Frames: 135, Tiles Visited: 3, Total Rewards: -53.09999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 7525/10000, Total Frames: 91, Tiles Visited: 3, Total Rewards: -35.49999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7526/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7527/10000, Total Frames: 56, Tiles Visited: 4, Total Rewards: -21.69999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7528/10000, Total Frames: 125, Tiles Visited: 3, Total Rewards: -49.199999999999896, Epsilon: 0.3, Policy: AGENT
Episode: 7529/10000, Total Frames: 96, Tiles Visited: 4, Total Rewards: -37.89999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 7530/10000, Total Frames: 48, Tiles Visited: 5, Total Rewards: -18.7, Epsilon: 0.3, Policy: AGENT
Episode: 7531/10000, Total Frames: 64, Tiles Visited: 4, Total Rewards: -24.799999999999976, Epsilon: 0.3, Policy: AGENT
Episode: 7532/10000, Total Frames: 158, Tiles Visited: 3, Total Rewards: -61.99999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 7533/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.6, Epsilon: 0.3, Policy: AGENT
Episode: 7534/10000, Total Frames: 172, Tiles Visited: 4, Total Rewards: -68.09999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 7535/10000, Total Frames: 519, Tiles Visited: 4, Total Rewards: -206.50000000000182, Epsilon: 0.3, Policy: AGENT
Episode: 7536/10000, Total Frames: 174, Tiles Visited: 10, Total Rewards: -68.7999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7537/10000, Total Frames: 99, Tiles Visited: 4, Total Rewards: -38.69999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 7538/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7539/10000, Total Frames: 65, Tiles Visited: 7, Total Rewards: -25.499999999999975, Epsilon: 0.3, Policy: AGENT
Episode: 7540/10000, Total Frames: 42, Tiles Visited: 3, Total Rewards: -16.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7541/10000, Total Frames: 69, Tiles Visited: 4, Total Rewards: -26.999999999999968, Epsilon: 0.3, Policy: AGENT
Episode: 7542/10000, Total Frames: 147, Tiles Visited: 4, Total Rewards: -57.599999999999866, Epsilon: 0.3, Policy: AGENT
Episode: 7543/10000, Total Frames: 129, Tiles Visited: 4, Total Rewards: -50.69999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 7544/10000, Total Frames: 191, Tiles Visited: 10, Total Rewards: -75.6, Epsilon: 0.3, Policy: AGENT
Episode: 7545/10000, Total Frames: 96, Tiles Visited: 3, Total Rewards: -37.499999999999936, Epsilon: 0.3, Policy: AGENT
Episode: 7546/10000, Total Frames: 71, Tiles Visited: 4, Total Rewards: -27.699999999999967, Epsilon: 0.3, Policy: AGENT
Episode: 7547/10000, Total Frames: 68, Tiles Visited: 3, Total Rewards: -26.299999999999972, Epsilon: 0.3, Policy: AGENT
Episode: 7548/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7549/10000, Total Frames: 74, Tiles Visited: 3, Total Rewards: -28.899999999999963, Epsilon: 0.3, Policy: AGENT
Episode: 7550/10000, Total Frames: 189, Tiles Visited: 3, Total Rewards: -74.19999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7551/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.800000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 7552/10000, Total Frames: 159, Tiles Visited: 4, Total Rewards: -62.599999999999845, Epsilon: 0.3, Policy: AGENT
Episode: 7553/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7554/10000, Total Frames: 106, Tiles Visited: 3, Total Rewards: -41.49999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 7555/10000, Total Frames: 44, Tiles Visited: 3, Total Rewards: -17.100000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7556/10000, Total Frames: 48, Tiles Visited: 4, Total Rewards: -18.599999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 7557/10000, Total Frames: 501, Tiles Visited: 4, Total Rewards: -199.10000000000176, Epsilon: 0.3, Policy: AGENT
Episode: 7558/10000, Total Frames: 44, Tiles Visited: 4, Total Rewards: -16.800000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 7559/10000, Total Frames: 54, Tiles Visited: 4, Total Rewards: -20.99999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7560/10000, Total Frames: 126, Tiles Visited: 3, Total Rewards: -49.59999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 7561/10000, Total Frames: 81, Tiles Visited: 8, Total Rewards: -31.899999999999952, Epsilon: 0.3, Policy: AGENT
Episode: 7562/10000, Total Frames: 133, Tiles Visited: 5, Total Rewards: -52.29999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 7563/10000, Total Frames: 55, Tiles Visited: 4, Total Rewards: -21.49999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7564/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 7565/10000, Total Frames: 49, Tiles Visited: 5, Total Rewards: -18.799999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 7566/10000, Total Frames: 119, Tiles Visited: 8, Total Rewards: -46.5999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7567/10000, Total Frames: 120, Tiles Visited: 8, Total Rewards: -47.3999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7568/10000, Total Frames: 181, Tiles Visited: 4, Total Rewards: -71.49999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 7569/10000, Total Frames: 38, Tiles Visited: 4, Total Rewards: -14.700000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 7570/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -13.000000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 7571/10000, Total Frames: 100, Tiles Visited: 4, Total Rewards: -39.299999999999926, Epsilon: 0.3, Policy: AGENT
Episode: 7572/10000, Total Frames: 78, Tiles Visited: 4, Total Rewards: -30.39999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 7573/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.6, Epsilon: 0.3, Policy: AGENT
Episode: 7574/10000, Total Frames: 117, Tiles Visited: 5, Total Rewards: -45.6999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 7575/10000, Total Frames: 295, Tiles Visited: 12, Total Rewards: -116.60000000000059, Epsilon: 0.3, Policy: SAFE
Episode: 7576/10000, Total Frames: 65, Tiles Visited: 4, Total Rewards: -25.299999999999976, Epsilon: 0.3, Policy: AGENT
Episode: 7577/10000, Total Frames: 143, Tiles Visited: 4, Total Rewards: -56.399999999999864, Epsilon: 0.3, Policy: AGENT
Episode: 7578/10000, Total Frames: 85, Tiles Visited: 3, Total Rewards: -33.19999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 7579/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.8, Epsilon: 0.3, Policy: AGENT
Episode: 7580/10000, Total Frames: 161, Tiles Visited: 4, Total Rewards: -63.499999999999844, Epsilon: 0.3, Policy: AGENT
Episode: 7581/10000, Total Frames: 205, Tiles Visited: 10, Total Rewards: -81.50000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 7582/10000, Total Frames: 138, Tiles Visited: 4, Total Rewards: -54.29999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 7583/10000, Total Frames: 41, Tiles Visited: 4, Total Rewards: -15.600000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 7584/10000, Total Frames: 76, Tiles Visited: 4, Total Rewards: -29.69999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 7585/10000, Total Frames: 151, Tiles Visited: 4, Total Rewards: -59.39999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 7586/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.6, Epsilon: 0.3, Policy: AGENT
Episode: 7587/10000, Total Frames: 66, Tiles Visited: 3, Total Rewards: -25.399999999999974, Epsilon: 0.3, Policy: AGENT
Episode: 7588/10000, Total Frames: 69, Tiles Visited: 4, Total Rewards: -26.89999999999997, Epsilon: 0.3, Policy: AGENT
